Vaduz,https://www.geonames.org/3042030
Vaduz,https://www.geonames.org/3042031
Minsk,https://www.geonames.org/625143
Győr,https://www.geonames.org/3052009
Birkirkara,https://www.geonames.org/2563191
Budva,https://www.geonames.org/3203104
Imatra,https://www.geonames.org/656689
Valletta,https://www.geonames.org/2562305
Valletta,https://www.geonames.org/8334638
Kiev,https://www.geonames.org/703447
Almaty,https://www.geonames.org/1526384
Riga,https://www.geonames.org/456172
Ljubljana,https://www.geonames.org/3196359
Mondorf-les-Bains,https://www.geonames.org/2960257
Asturias,https://www.geonames.org/3114710
Almería,https://www.geonames.org/2521886
Almería,https://www.geonames.org/6355530
Avellino,https://www.geonames.org/6541870
Belluno,https://www.geonames.org/6540117
Alicante,https://www.geonames.org/6355390
Madrid,https://www.geonames.org/3117735
Murcia,https://www.geonames.org/6355234
Bolzano,https://www.geonames.org/6535953
Aosta,https://www.geonames.org/6541471
Alessandria,https://www.geonames.org/6541464
Alsergrund,https://www.geonames.org/2782729
Absam,https://www.geonames.org/7873599
Berlin,https://www.geonames.org/2950159
Berlin,https://www.geonames.org/2950157
Berlin,https://www.geonames.org/6547383
Balzers,https://www.geonames.org/3042074
Akershus,https://www.geonames.org/3163480
Scotland,https://www.geonames.org/2638360
Bucharest,https://www.geonames.org/683506
Brașov,https://www.geonames.org/6691648
Agrigento,https://www.geonames.org/6541860
Itháki,https://www.geonames.org/261708
Serifos,https://www.geonames.org/8133682
Aiud,https://www.geonames.org/8299637
Alessandria,https://www.geonames.org/6541464
Las Palmas de Gran Canaria,https://www.geonames.org/6360186
Castellón Province,https://www.geonames.org/3125881
Ancona,https://www.geonames.org/6542126
Bergamo,https://www.geonames.org/6542116
Acquapendente,https://www.geonames.org/6541120
Perugia,https://www.geonames.org/6542125
Frosinone,https://www.geonames.org/6541853
Cagliari,https://www.geonames.org/6540125
Agrigento,https://www.geonames.org/6541860
Benevento,https://www.geonames.org/6542123
Padua,https://www.geonames.org/6542281
Eschen,https://www.geonames.org/3042069
Baar,https://www.geonames.org/7285132
Aigle,https://www.geonames.org/7285042
Alterswilen,https://www.geonames.org/2661772
Balm bei Messen,https://www.geonames.org/2661630
Alpthal,https://www.geonames.org/7285055
Altstätten,https://www.geonames.org/7285064
Aschersleben,https://www.geonames.org/2955168
Bevaix,https://www.geonames.org/7285229
Aesch BL,https://www.geonames.org/7285027
Alle,https://www.geonames.org/7285050
Betschwanden,https://www.geonames.org/2661537
Aire-la-Ville,https://www.geonames.org/7285043
Bühler,https://www.geonames.org/7285379
Albeuve,https://www.geonames.org/2661828
Aarwangen,https://www.geonames.org/2661874
Allschwil,https://www.geonames.org/7285052
Aarau,https://www.geonames.org/7285013
Friedrichshain-Kreuzberg,https://www.geonames.org/3336295
Agno,https://www.geonames.org/7285041
Sachsenhausen,https://www.geonames.org/6550282
Gipuzkoa,https://www.geonames.org/3120935
Casamicciola Terme,https://www.geonames.org/3180125
Heraklion,https://www.geonames.org/261745
Newcastle upon Tyne,https://www.geonames.org/2641673
Almaty,https://www.geonames.org/1526384
Santa Cruz de Tenerife,https://www.geonames.org/2511174
Dubrovnik,https://www.geonames.org/3201047
Dubrovnik,https://www.geonames.org/7577034
Asenovgrad,https://www.geonames.org/733617
Asenovgrad,https://www.geonames.org/733618
Kingston upon Hull,https://www.geonames.org/2645425
Prato,https://www.geonames.org/6540124
Liverpool,https://www.geonames.org/2644210
Coventry,https://www.geonames.org/2652221
Calderdale,https://www.geonames.org/3333137
Bloomsbury,https://www.geonames.org/2655333
Southampton,https://www.geonames.org/2637487
Prague,https://www.geonames.org/3067696
Brněnec,https://www.geonames.org/3078620
Ekenäs,https://www.geonames.org/660325
Tbilisi,https://www.geonames.org/611716
Luxembourg,https://www.geonames.org/2960313
Arisdorf,https://www.geonames.org/7285094
Aarau,https://www.geonames.org/7285013
Lichtenberg,https://www.geonames.org/2878100
Cáceres,https://www.geonames.org/2520611
Adliswil,https://www.geonames.org/7285023
Aigle,https://www.geonames.org/7285042
Altnau,https://www.geonames.org/7285062
Altendorf,https://www.geonames.org/6556699
Amden,https://www.geonames.org/7285070
Alpnach,https://www.geonames.org/7285054
Boudevilliers,https://www.geonames.org/2661430
Alberswil,https://www.geonames.org/7285045
Asuel,https://www.geonames.org/2661695
Bilten,https://www.geonames.org/2661503
Alterswil,https://www.geonames.org/7285059
Airolo,https://www.geonames.org/7285044
Gibraltar,https://www.geonames.org/2411586
Gibraltar,https://www.geonames.org/2411585
Adro,https://www.geonames.org/6539493
Capri,https://www.geonames.org/3180629
Aalsmeer,https://www.geonames.org/2760133
Biscay,https://www.geonames.org/3104469
Arezzo,https://www.geonames.org/6542153
London Borough of Bexley,https://www.geonames.org/3333124
London Borough of Camden,https://www.geonames.org/3333138
Chernivtsi,https://www.geonames.org/710719
Zagreb,https://www.geonames.org/3337532
Zagreb,https://www.geonames.org/3186886
Brijuni,https://www.geonames.org/3203300
East Flanders,https://www.geonames.org/2789733
Cardiff,https://www.geonames.org/2653822
Royal Borough of Kingston upon Thames,https://www.geonames.org/3333160
Bogatynia,https://www.geonames.org/3103096
Białystok,https://www.geonames.org/776069
Kirklees,https://www.geonames.org/3333161
Brighton,https://www.geonames.org/2654710
Espoo,https://www.geonames.org/660129
Hämeenlinna,https://www.geonames.org/659180
Tashkent,https://www.geonames.org/1484839
Tashkent,https://www.geonames.org/1512569
Samos,https://www.geonames.org/254114
Cyclades,https://www.geonames.org/259819
Gorizia,https://www.geonames.org/6541866
Ascoli Piceno,https://www.geonames.org/6542152
Terni,https://www.geonames.org/6542114
Latina,https://www.geonames.org/6542115
Rovigo,https://www.geonames.org/6541852
Burgenland,https://www.geonames.org/2781194
Aragona,https://www.geonames.org/6539869
Bowdon,https://www.geonames.org/4183899
Benešov,https://www.geonames.org/3079508
Goes,https://www.geonames.org/2755476
Gustavsberg,https://www.geonames.org/2709628
Veere,https://www.geonames.org/2745738
South Karelia,https://www.geonames.org/830699
Galați,https://www.geonames.org/8334672
Acireale,https://www.geonames.org/6540849
South Bohemian Region,https://www.geonames.org/3339537
Rockanje,https://www.geonames.org/2748029
Santa Cruz de Tenerife,https://www.geonames.org/2511174
Liège,https://www.geonames.org/2792414
Anglesey,https://www.geonames.org/2657310
Valencia,https://www.geonames.org/2509954
Cádiz,https://www.geonames.org/2520600
Rieti,https://www.geonames.org/6541462
Treviso,https://www.geonames.org/6540118
Bergen,https://www.geonames.org/3161732
Aardenburg,https://www.geonames.org/2760096
Cham,https://www.geonames.org/6547483
Aeugst am Albis,https://www.geonames.org/7285035
Amriswil,https://www.geonames.org/7285073
Balsthal,https://www.geonames.org/7285148
Beggingen,https://www.geonames.org/7285179
Bad Ragaz,https://www.geonames.org/7285136
Gonten,https://www.geonames.org/7285939
Boudry,https://www.geonames.org/2661429
Altishofen,https://www.geonames.org/7285061
Bassecourt,https://www.geonames.org/2661601
Anières,https://www.geonames.org/2661745
Heiden,https://www.geonames.org/7286047
Arconciel,https://www.geonames.org/7285091
Saanen,https://www.geonames.org/7287004
Arlesheim,https://www.geonames.org/7285096
Aarburg,https://www.geonames.org/7285015
Marzahn-Hellersdorf,https://www.geonames.org/3336296
Birkirkara,https://www.geonames.org/2563191
Vilnius,https://www.geonames.org/593116
Kaunas,https://www.geonames.org/598316
Bettingen,https://www.geonames.org/7285224
Ferrara,https://www.geonames.org/6542120
Kosovo,https://www.geonames.org/831053
Lasithi Prefecture,https://www.geonames.org/258569
Kosičky,https://www.geonames.org/3073200
Aargau,https://www.geonames.org/2661876
Flemish Brabant,https://www.geonames.org/3333250
Yerevan,https://www.geonames.org/616051
Leeds,https://www.geonames.org/2644688
Hove,https://www.geonames.org/2646504
Leicester,https://www.geonames.org/2644668
Aalborg,https://www.geonames.org/2624886
Červený Kostelec,https://www.geonames.org/3077955
Esch-sur-Alzette,https://www.geonames.org/2960596
Affoltern District,https://www.geonames.org/6458818
Allaman,https://www.geonames.org/7285049
Bärschwil,https://www.geonames.org/7285159
Arth,https://www.geonames.org/7285103
Beringen,https://www.geonames.org/2802172
Balgach,https://www.geonames.org/7285141
Haslen,https://www.geonames.org/8505014
Boudry,https://www.geonames.org/2661429
Boncourt,https://www.geonames.org/6446503
Braunwald,https://www.geonames.org/2661419
Avusy,https://www.geonames.org/7285130
Herisau,https://www.geonames.org/7286068
Attalens,https://www.geonames.org/7285110
Australia,https://www.geonames.org/2077456
Aarburg,https://www.geonames.org/7285015
Mitte,https://www.geonames.org/6545310
Aalen,https://www.geonames.org/2959927
L’Aquila,https://www.geonames.org/6541999
Chernivtsi Oblast,https://www.geonames.org/710720
Lecce,https://www.geonames.org/6542124
Province of Forlì-Cesena,https://www.geonames.org/3176745
City of London,https://www.geonames.org/2643741
City of London,https://www.geonames.org/2643744
Budva,https://www.geonames.org/3203104
West Flanders,https://www.geonames.org/2783770
Bludenz,https://www.geonames.org/2781680
Harmondsworth,https://www.geonames.org/6951076
Coventry,https://www.geonames.org/2652221
Bristol,https://www.geonames.org/2654675
Brynmawr,https://www.geonames.org/2654437
Clydebank,https://www.geonames.org/2652730
Wirral,https://www.geonames.org/3333220
Wakefield,https://www.geonames.org/2634910
Košice,https://www.geonames.org/724443
Finchampstead,https://www.geonames.org/2649445
Finchampstead,https://www.geonames.org/7292770
Eretria,https://www.geonames.org/8133902
Eretria,https://www.geonames.org/262628
Bari,https://www.geonames.org/6542001
Brescia,https://www.geonames.org/6542113
Rome,https://www.geonames.org/3169071
Venice,https://www.geonames.org/6542284
Trieste,https://www.geonames.org/3165186
Luxembourg,https://www.geonames.org/2960313
Andalusia,https://www.geonames.org/2593109
Buskerud,https://www.geonames.org/3159665
Southern Ostrobothnia,https://www.geonames.org/830682
South Moravian Region,https://www.geonames.org/3339536
Brno,https://www.geonames.org/3078610
Aragon,https://www.geonames.org/3336899
Ionian Islands,https://www.geonames.org/261774
Karlovy Vary Region,https://www.geonames.org/3339539
Kensington,https://www.geonames.org/2645801
Ramsgate,https://www.geonames.org/2639660
Ramsgate,https://www.geonames.org/7296491
Namur,https://www.geonames.org/2790472
"Kavallari, Thessaloniki",https://www.geonames.org/735856
Samos,https://www.geonames.org/254114
Pontevedra,https://www.geonames.org/3113209
Córdoba,https://www.geonames.org/3860259
Verona,https://www.geonames.org/6541865
Udine,https://www.geonames.org/6540119
Oslo,https://www.geonames.org/3143244
Affoltern District,https://www.geonames.org/6458818
Arbon,https://www.geonames.org/7285089
Beinwil,https://www.geonames.org/7285182
Buchs,https://www.geonames.org/7285374
Brot-Dessous,https://www.geonames.org/7285346
Ballwil,https://www.geonames.org/2661632
Bonfol,https://www.geonames.org/7285289
Braunwald,https://www.geonames.org/2661419
Aumont,https://www.geonames.org/6448772
Adelboden,https://www.geonames.org/7285020
Augst,https://www.geonames.org/7285117
Achenberg,https://www.geonames.org/7115600
Neukölln,https://www.geonames.org/2864694
Pointe-à-Pitre,https://www.geonames.org/3578599
Arvika,https://www.geonames.org/2725123
Modena,https://www.geonames.org/6541461
London Borough of Bromley,https://www.geonames.org/3333135
City of Westminster,https://www.geonames.org/3333218
Emberton,https://www.geonames.org/2650019
Emberton,https://www.geonames.org/7299258
Kraljevica,https://www.geonames.org/3197390
Girona,https://www.geonames.org/6534067
Sheffield,https://www.geonames.org/2638077
Solihull,https://www.geonames.org/2637546
Manchester,https://www.geonames.org/2643123
Helsinki,https://www.geonames.org/658225
Helsinki,https://www.geonames.org/658226
Arbon,https://www.geonames.org/7285089
Beinwil,https://www.geonames.org/7285182
Bibern,https://www.geonames.org/7285236
Breitenfeld,https://www.geonames.org/6549647
Oberegg,https://www.geonames.org/7286683
Ahorn,https://www.geonames.org/3274965
Brot-Plamboz,https://www.geonames.org/7285347
Beromünster,https://www.geonames.org/7285216
Buix,https://www.geonames.org/2661339
St. Moritz,https://www.geonames.org/7287245
Autigny,https://www.geonames.org/6451083
Pankow,https://www.geonames.org/2855597
Arogno,https://www.geonames.org/2661714
Gubel,https://www.geonames.org/10628164
Altdorf,https://www.geonames.org/2661780
Monte Carlo,https://www.geonames.org/2992741
Dubrovnik-Neretva County,https://www.geonames.org/3337513
Marina di Campo,https://www.geonames.org/3173936
Catanzaro,https://www.geonames.org/6541858
Florence,https://www.geonames.org/3176959
Parma,https://www.geonames.org/6540120
London Borough of Croydon,https://www.geonames.org/3333140
Bregenz,https://www.geonames.org/2781503
Hvar,https://www.geonames.org/3199177
Merthyr Tydfil,https://www.geonames.org/2642705
Wanstead,https://www.geonames.org/2634803
Northolt,https://www.geonames.org/2641290
Portsmouth,https://www.geonames.org/2639996
Hyvinkää,https://www.geonames.org/7647488
Jyväskylä,https://www.geonames.org/655194
Târgu Jiu,https://www.geonames.org/8334833
Argyll and Bute,https://www.geonames.org/6457407
Vicenza,https://www.geonames.org/6541465
Esch-sur-Alzette,https://www.geonames.org/2960596
Euboea,https://www.geonames.org/262565
Hradec Králové Region,https://www.geonames.org/3339540
Ancona,https://www.geonames.org/6542126
Dalarna,https://www.geonames.org/2718273
Sibiu,https://www.geonames.org/8334650
Guadalajara,https://www.geonames.org/4005539
Runcorn,https://www.geonames.org/2638960
Sinaia,https://www.geonames.org/8334724
Blaenau Gwent County Borough,https://www.geonames.org/3333238
Barga,https://www.geonames.org/6539733
Sassari,https://www.geonames.org/6540111
Bad Aussee,https://www.geonames.org/2782070
Schaan,https://www.geonames.org/3042042
Reinickendorf,https://www.geonames.org/2848755
Hünenberg,https://www.geonames.org/7286121
Bettlach,https://www.geonames.org/6450657
Degersheim,https://www.geonames.org/2661038
Bürglen,https://www.geonames.org/7285395
Buttes,https://www.geonames.org/2661301
Blatten,https://www.geonames.org/2661478
Bure,https://www.geonames.org/6617070
Diesbach,https://www.geonames.org/2661020
Avully,https://www.geonames.org/7285129
Hundwil,https://www.geonames.org/7286120
Avry,https://www.geonames.org/7285128
Binningen,https://www.geonames.org/7285248
Aristau,https://www.geonames.org/7285095
Ascona,https://www.geonames.org/7285107
Budapest,https://www.geonames.org/3054643
Budapest,https://www.geonames.org/3054638
Bordolano,https://www.geonames.org/6540637
Cosenza,https://www.geonames.org/6541467
Grosseto,https://www.geonames.org/6541868
Piacenza,https://www.geonames.org/6542025
London Borough of Ealing,https://www.geonames.org/3333145
Arundel,https://www.geonames.org/2656997
Arundel,https://www.geonames.org/7292729
Ambleside,https://www.geonames.org/2657360
Royal Borough of Greenwich,https://www.geonames.org/3333147
Samarkand,https://www.geonames.org/1216265
Cannero Riviera,https://www.geonames.org/6538033
Bytom,https://www.geonames.org/3101950
Bydgoszcz,https://www.geonames.org/3102014
Senec,https://www.geonames.org/3057692
Nottingham,https://www.geonames.org/2641170
Hrádek nad Nisou,https://www.geonames.org/3074944
Dvůr Králové nad Labem,https://www.geonames.org/3061284
Kungsbacka,https://www.geonames.org/2698729
Andelfingen District,https://www.geonames.org/2661751
Andermatt,https://www.geonames.org/7285077
Australia,https://www.geonames.org/2077456
Biberist,https://www.geonames.org/7285235
Cernier,https://www.geonames.org/2661233
Charmoille,https://www.geonames.org/6613718
Avusy,https://www.geonames.org/7285130
Rehetobel,https://www.geonames.org/7286871
Eggiwil,https://www.geonames.org/7285706
Auenstein,https://www.geonames.org/7285116
Spandau,https://www.geonames.org/2830841
Aurigeno,https://www.geonames.org/2661674
Potenza,https://www.geonames.org/6541470
Bedford,https://www.geonames.org/2656046
Prešov Region,https://www.geonames.org/865085
Kaliningrad,https://www.geonames.org/554234
Bürs,https://www.geonames.org/2781161
Vinica,https://www.geonames.org/784424
Lleida,https://www.geonames.org/6358863
Levoča,https://www.geonames.org/724294
Purley,https://www.geonames.org/2639842
Salford,https://www.geonames.org/2638671
Hampstead,https://www.geonames.org/2647553
Southsea,https://www.geonames.org/2637330
Hejnice,https://www.geonames.org/3075894
Mtskheta,https://www.geonames.org/612890
Adeje,https://www.geonames.org/6360619
Trento,https://www.geonames.org/6541469
Grevenmacher,https://www.geonames.org/2960516
Schellenberg,https://www.geonames.org/3042037
Schellenberg,https://www.geonames.org/3042038
Baden-Württemberg,https://www.geonames.org/2953481
Liberec Region,https://www.geonames.org/3339541
Tavastia Proper,https://www.geonames.org/830705
Bavaria,https://www.geonames.org/2951839
Granada,https://www.geonames.org/6357709
Patras,https://www.geonames.org/255683
Pesaro and Urbino Province,https://www.geonames.org/3171172
Boretto,https://www.geonames.org/6536713
Amstetten,https://www.geonames.org/2782555
Asolo,https://www.geonames.org/6540389
Triesen,https://www.geonames.org/3042036
Aeschi,https://www.geonames.org/6691331
Birsfelden,https://www.geonames.org/7285259
Auw,https://www.geonames.org/7285124
Andelfingen District,https://www.geonames.org/2661751
Breitenbach,https://www.geonames.org/6455224
Flawil,https://www.geonames.org/7285837
Buchrain,https://www.geonames.org/7285370
Chevenez,https://www.geonames.org/2661183
Bardonnex,https://www.geonames.org/7285154
Schönengrund,https://www.geonames.org/7287109
Barberêche,https://www.geonames.org/7285153
Balerna,https://www.geonames.org/7285140
Pécs,https://www.geonames.org/3046526
Procchio,https://www.geonames.org/3169810
Ravenna,https://www.geonames.org/6540121
Livorno,https://www.geonames.org/6540122
Brussels,https://www.geonames.org/2800866
Brunnenthal,https://www.geonames.org/7873209
Biberbrugg,https://www.geonames.org/7670073
Flums,https://www.geonames.org/7285844
Schlatt bei Winterthur,https://www.geonames.org/7287090
Alpelenstock,https://www.geonames.org/6937546
Chézard-Saint-Martin,https://www.geonames.org/2661178
Elm,https://www.geonames.org/2660917
Beaupré,https://www.geonames.org/6325479
Schwellbrunn,https://www.geonames.org/7287125
Bas-Vully,https://www.geonames.org/8436414
Baden,https://www.geonames.org/7285134
Tempelhof-Schöneberg,https://www.geonames.org/3336297
Bellinzona,https://www.geonames.org/2661567
Menzingen,https://www.geonames.org/7286486
Australia,https://www.geonames.org/2077456
Achouetmât,https://www.geonames.org/6914297
Attinghausen,https://www.geonames.org/7285112
Istria County,https://www.geonames.org/3337514
Lucca,https://www.geonames.org/6542121
Reggio nell’Emilia,https://www.geonames.org/6542002
Woolwich,https://www.geonames.org/2633583
Lecco,https://www.geonames.org/6541997
Gdańsk,https://www.geonames.org/3099434
Highgate,https://www.geonames.org/2646958
Hradec Králové,https://www.geonames.org/3074967
Bedfordshire,https://www.geonames.org/2656044
Como,https://www.geonames.org/6542055
Arco,https://www.geonames.org/6539794
Albano Laziale,https://www.geonames.org/6541651
Luxembourg,https://www.geonames.org/2960313
Triesenberg,https://www.geonames.org/3042034
Chelyabinsk,https://www.geonames.org/1508291
Oradea,https://www.geonames.org/8334659
Liverpool,https://www.geonames.org/2644210
Basilicata,https://www.geonames.org/3182306
Berlin,https://www.geonames.org/2950159
Berlin,https://www.geonames.org/2950157
Berlin,https://www.geonames.org/6547383
Baia,https://www.geonames.org/685838
Stalden,https://www.geonames.org/2658512
Basadingen-Schlattingen,https://www.geonames.org/7285160
Brunnen,https://www.geonames.org/6556334
Buchberg,https://www.geonames.org/7285365
Gams,https://www.geonames.org/7285891
Gorgier,https://www.geonames.org/7285943
Bürglen,https://www.geonames.org/7285395
Coeuve,https://www.geonames.org/7285522
Engi,https://www.geonames.org/2660898
Speicher,https://www.geonames.org/7287203
Belfaux,https://www.geonames.org/7285184
Affoltern District,https://www.geonames.org/6458818
Blauen,https://www.geonames.org/7285267
Baden,https://www.geonames.org/7285134
Treptow-Köpenick,https://www.geonames.org/3336298
Alken,https://www.geonames.org/2803286
Aachen,https://www.geonames.org/3247449
Biasca,https://www.geonames.org/2661524
Benevento,https://www.geonames.org/6542123
Turda,https://www.geonames.org/664453
Rimini,https://www.geonames.org/6541863
Royal Borough of Kensington and Chelsea,https://www.geonames.org/3333157
Milton Keynes,https://www.geonames.org/2642465
Hradyzk,https://www.geonames.org/708210
Newcastle upon Tyne,https://www.geonames.org/2641673
Stockton-on-Tees,https://www.geonames.org/2636876
Solihull,https://www.geonames.org/2637546
Głogów Małopolski,https://www.geonames.org/7533070
Częstochowa,https://www.geonames.org/3100946
Duszniki-Zdrój,https://www.geonames.org/3099992
Gdynia,https://www.geonames.org/3099424
Tarragona,https://www.geonames.org/3108288
Ružomberok,https://www.geonames.org/3057789
Trafford,https://www.geonames.org/3333211
Stoke-on-Trent,https://www.geonames.org/2636841
Domodossola,https://www.geonames.org/6539444
Gossau,https://www.geonames.org/7285945
Cornol,https://www.geonames.org/2661112
Acquetico,https://www.geonames.org/8955217
Ennenda,https://www.geonames.org/2660893
Bottmingen,https://www.geonames.org/7285306
Bad Zurzach,https://www.geonames.org/7285137
Bignasco,https://www.geonames.org/2661505
Neuheim,https://www.geonames.org/8533629
Bachenbülach,https://www.geonames.org/7285133
Berg,https://www.geonames.org/6558948
Bucheggberg-Wasseramt,https://www.geonames.org/8717901
Brunni,https://www.geonames.org/7670092
Minsk,https://www.geonames.org/625143
Belfast,https://www.geonames.org/2655984
Plovdiv,https://www.geonames.org/728193
Dornbirn,https://www.geonames.org/2780741
Spitak,https://www.geonames.org/800246
Kentish Town,https://www.geonames.org/6690587
Eton,https://www.geonames.org/2649873
Eton,https://www.geonames.org/7301558
Dzierżoniów,https://www.geonames.org/3099828
Kuortane,https://www.geonames.org/650166
Cremona,https://www.geonames.org/6541851
Baranzate,https://www.geonames.org/6536527
Amalfi,https://www.geonames.org/6537391
Vaduz,https://www.geonames.org/3042030
Vaduz,https://www.geonames.org/3042031
Brussels-Capital Region,https://www.geonames.org/2800867
Toledo,https://www.geonames.org/6361828
Hordaland,https://www.geonames.org/3151864
Central Finland,https://www.geonames.org/830685
Carinthia,https://www.geonames.org/2774686
Pardubice Region,https://www.geonames.org/3339574
Pendlebury,https://www.geonames.org/2640476
Zaragoza,https://www.geonames.org/6362983
Camaiore,https://www.geonames.org/6542137
Naples,https://www.geonames.org/3172395
Geiranger,https://www.geonames.org/6692393
Remich,https://www.geonames.org/2960154
Oberägeri,https://www.geonames.org/8029943
Bachs,https://www.geonames.org/6291442
Agarn,https://www.geonames.org/2661841
Bichelsee,https://www.geonames.org/2661516
Büsserach,https://www.geonames.org/7285401
Engelberg,https://www.geonames.org/7285728
Weissbad,https://www.geonames.org/2658034
Colombier,https://www.geonames.org/6616759
Büron,https://www.geonames.org/7285396
Courfaivre,https://www.geonames.org/2661100
Bellevue,https://www.geonames.org/5786882
Berlens,https://www.geonames.org/7669455
Albligen,https://www.geonames.org/2661825
Bretzwil,https://www.geonames.org/7285331
Bissone,https://www.geonames.org/2661486
Plovdiv,https://www.geonames.org/728193
Province of Massa-Carrara,https://www.geonames.org/3173767
London Borough of Hillingdon,https://www.geonames.org/3333154
Arley,https://www.geonames.org/4830550
Messenia,https://www.geonames.org/257149
Cumbernauld,https://www.geonames.org/2651715
Thornton Heath,https://www.geonames.org/2635963
Gliwice,https://www.geonames.org/3099230
Krapkowice,https://www.geonames.org/3094788
Liberec,https://www.geonames.org/3071961
Cornaux,https://www.geonames.org/7285560
Buttisholz,https://www.geonames.org/7285413
Courgenay,https://www.geonames.org/6445828
Filzbach,https://www.geonames.org/2660775
Bernex,https://www.geonames.org/6451018
Bonnefontaine,https://www.geonames.org/6448799
Alchenstorf,https://www.geonames.org/7285048
Brislach,https://www.geonames.org/7285339
Beinwil am See,https://www.geonames.org/7285181
Baltenswil,https://www.geonames.org/2661625
Bischofszell,https://www.geonames.org/8394414
Jona,https://www.geonames.org/2660221
Opatija,https://www.geonames.org/3194097
Feldkirch,https://www.geonames.org/2779674
Jarosław,https://www.geonames.org/770380
Łódź,https://www.geonames.org/3093133
Cardiff,https://www.geonames.org/2653822
Brandenburg,https://www.geonames.org/2945356
León,https://www.geonames.org/6362996
Gotland,https://www.geonames.org/2711512
Jönköping,https://www.geonames.org/2702979
Plzeň Region,https://www.geonames.org/3339575
Ascoli Piceno,https://www.geonames.org/6542152
Pointe-à-Pitre,https://www.geonames.org/3578599
Cleckheaton,https://www.geonames.org/2652890
Halland,https://www.geonames.org/2708794
Calabria,https://www.geonames.org/2525468
Bremen,https://www.geonames.org/2944388
Potes,https://www.geonames.org/3113061
Viterbo,https://www.geonames.org/6540107
Bremen,https://www.geonames.org/2944388
Bäretswil,https://www.geonames.org/2661613
Bauen,https://www.geonames.org/7285169
Bissegg,https://www.geonames.org/2661487
Däniken,https://www.geonames.org/2661048
Dallenwil,https://www.geonames.org/7285618
Kaltbrunn,https://www.geonames.org/2660194
Frutten-Gießelsdorf,https://www.geonames.org/7873371
Cortaillod,https://www.geonames.org/2661110
Dagmersellen,https://www.geonames.org/7285616
Courrendlin,https://www.geonames.org/7285579
Teufen,https://www.geonames.org/7287293
Bubendorf,https://www.geonames.org/7285362
Bellikon,https://www.geonames.org/7285188
Wrocław,https://www.geonames.org/7531292
Wrocław,https://www.geonames.org/3081368
Lower Silesian Voivodeship,https://www.geonames.org/3337492
Pisa,https://www.geonames.org/6542122
Royal Borough of Kingston upon Thames,https://www.geonames.org/3333160
Plymouth,https://www.geonames.org/2640194
Bottighofen,https://www.geonames.org/7285305
Deitingen,https://www.geonames.org/2661036
Einsiedeln,https://www.geonames.org/7285715
Couvet,https://www.geonames.org/2661086
Doppleschwand,https://www.geonames.org/7285667
Courroux,https://www.geonames.org/7285580
Trogen,https://www.geonames.org/7287337
Bösingen,https://www.geonames.org/6555809
Allmendingen,https://www.geonames.org/6555961
Burg,https://www.geonames.org/2941501
Andernach,https://www.geonames.org/2956206
Breno,https://www.geonames.org/6537163
Bassersdorf,https://www.geonames.org/7285165
Samarkand,https://www.geonames.org/1216265
London,https://www.geonames.org/2643743
Pistoia,https://www.geonames.org/6541867
Rab,https://www.geonames.org/3192178
Missaglia,https://www.geonames.org/6539406
Macugnaga,https://www.geonames.org/6536415
Moravská Třebová,https://www.geonames.org/3070325
Banbridge,https://www.geonames.org/2656407
Noormarkku,https://www.geonames.org/644436
